"","phenotype","Vplate","Vplate_constraint","Vmom","Vmom_constraint","VA","VA_constraint","VI","VI_constraint","VR","VR_constraint","heritability","heritability_se","VA_LRT_chi","VA_LRT_p","p_adjust","n_samples","n_snames","model_number"
"631","g_Christensenellaceae_R-7_group",4.29579279876149e-05,"Positive",5.65259079373142e-11,"Boundary",0.000149736163880848,"Positive",2.3920033301704e-10,"Boundary",0.000752167892008795,"Positive",0.158474062424932,0.026796956732309,5.80355708412208,0.0159937865944796,0.0565933987189278,2000,200,"6-9"
"632","g_Collinsella",9.57780395739423e-05,"Positive",6.00914155861362e-11,"Boundary",0.000272514017315721,"Positive",1.64110221596632e-05,"Positive",0.00118252451713561,"Positive",0.173882853728602,0.0580557474507067,12.6465756150883,0.000376254228338646,0.00361279463090307,2000,200,"6-9"
"633","g_Coprococcus_2",3.35377358561072e-05,"Positive",6.97161807150481e-11,"Boundary",2.95668810188926e-05,"Positive",5.01151519253871e-06,"Positive",0.000688943440474177,"Positive",0.0390548899565042,0.0251556627168143,4.26037819150406,0.039011235442994,0.109367030935445,2000,200,"6-9"
"634","g_Coriobacteriaceae_UCG-003",2.26465368147769e-05,"Positive",7.74478939479896e-06,"Positive",4.6852754987165e-05,"Positive",1.01882823073594e-05,"Positive",0.000349058330219109,"Positive",0.107339642427464,0.0523332020041177,6.09325368872487,0.0135698971927839,0.0499372216694447,2000,200,"6-9"
"635","g_Dialister",0.000212645158526513,"Positive",2.71456433688036e-05,"Positive",8.2949425734394e-05,"Positive",1.23974235087193e-10,"Boundary",0.00193709721367082,"Positive",0.0367059239163982,0.0192700582927669,3.09454905626262,0.078554914002964,0.164251183824379,2000,200,"6-9"
"636","g_Elusimicrobium",4.80799157066549e-05,"Positive",2.30557580777505e-10,"Boundary",0.000149650025611455,"Positive",0.000120782522050816,"Positive",0.00227839694170125,"Positive",0.0576261967526181,0.0466543400298358,1.65204427524441,0.198680922545526,0.299649915970302,2000,200,"6-9"
"637","g_Enterorhabdus",2.2798554178546e-05,"Positive",2.16234173778257e-11,"Boundary",1.41944366163497e-05,"Positive",1.3675850188668e-11,"Boundary",0.000213685136080221,"Positive",0.0566241450520742,0.0162236264117548,7.28267982445686,0.00696225947650875,0.027849037906035,2000,200,"6-9"
"638","g_Erysipelotrichaceae_UCG-004",3.56456274535882e-05,"Positive",1.98386579431082e-05,"Positive",4.12499416578945e-11,"Boundary",8.55802423140167e-05,"Positive",0.000644530268675523,"Positive",5.25079082520627e-08,1.75753432080811e-09,-2.75985985354055e-06,1,1,2000,200,"6-9"
"639","g_Faecalibacterium",0.000449787963383446,"Positive",2.65596887570203e-10,"Boundary",6.69475862794299e-10,"Boundary",0.000527803956439515,"Positive",0.00299669503924585,"Positive",1.6845177818677e-07,6.05642079717151e-09,-1.26203849504236e-06,1,1,2000,200,"6-9"
"640","g_Family_XIII_AD3011_group",3.59349786488434e-05,"Positive",5.58454370104118e-11,"Boundary",9.49043133524382e-05,"Positive",1.26576564882495e-10,"Boundary",0.000551871131122253,"Positive",0.139011043012291,0.0252848780367756,10.6455131602088,0.00110338262482579,0.00725080010599804,2000,200,"6-9"
"641","g_Family_XIII_UCG-001",4.30648507525538e-05,"Positive",5.22212908148191e-06,"Positive",3.05485140907402e-05,"Positive",2.29847075154296e-10,"Boundary",0.000538835654267664,"Positive",0.0494575516639625,0.0237830514244552,1.03120780853715,0.309875156932187,0.398481174832614,2000,200,"6-9"
"642","g_GCA-900066575",7.59914361434231e-06,"Positive",5.35552838139324e-06,"Positive",4.26952232619545e-06,"Positive",1.31951388223247e-11,"Boundary",0.000107216967922544,"Positive",0.0343095628204449,0.0192698459790373,2.90126949536716,0.0885098209451407,0.173253266530914,2000,200,"6-9"
"643","g_Helicobacter",1.68409371354223e-05,"Positive",2.51495668216847e-11,"Boundary",1.85703587682913e-05,"Positive",2.53831472466112e-05,"Positive",0.000248530956728482,"Positive",0.0600350222313214,0.0544538514496894,1.096485669912,0.295038648480115,0.393384864640153,2000,200,"6-9"
"644","g_Lachnoclostridium",2.03688402794752e-05,"Positive",1.07477802238264e-07,"Positive",4.77300520219356e-06,"Positive",8.70126891219616e-06,"Positive",0.000275387580994712,"Positive",0.0154297322989922,0.025976419389063,0.485813750241505,0.485800661258718,0.558670760447525,2000,200,"6-9"
"645","g_Lachnospira",2.51475662377592e-05,"Positive",3.2046588120105e-11,"Boundary",1.24890035028624e-05,"Positive",1.23016166360788e-05,"Positive",0.000316688126751592,"Positive",0.0340646646571597,0.0317913828603608,1.37750064310239,0.240527337881992,0.349914993685897,2000,200,"6-9"
"646","g_Lachnospiraceae_FCS020_group",8.68453914779023e-06,"Positive",1.13597424737727e-06,"Positive",3.0293465905143e-06,"Positive",1.06814112098464e-11,"Boundary",0.000164232748911411,"Positive",0.0171069673451004,0.0169002397492805,0.269160260009812,0.603895633917909,0.661409503814853,2000,200,"6-9"
"647","g_Lachnospiraceae_ND3007_group",1.81095445773578e-05,"Positive",8.08959531576543e-07,"Positive",1.51042635643891e-11,"Boundary",1.32039411191752e-05,"Positive",0.000236004092661268,"Positive",5.63325914414278e-08,1.41873377915813e-09,-3.05613502860069e-06,1,1,2000,200,"6-9"
"648","g_Lachnospiraceae_NK3A20_group",0.000100936612985527,"Positive",2.8978269216993e-06,"Positive",1.53030752721134e-10,"Boundary",0.000132320319978387,"Positive",0.00239110525258388,"Positive",5.82472778031848e-08,1.31414295051144e-09,-9.45761712500826e-07,1,1,2000,200,"6-9"
"649","g_Lactobacillus",6.24258995191871e-05,"Positive",8.15811936243047e-11,"Boundary",0.00015229891765664,"Positive",2.46173887744901e-06,"Positive",0.000806194883842608,"Positive",0.148819296088933,0.0625513795872008,4.40178062315681,0.0359014271737697,0.106546170967316,2000,200,"6-9"
"650","g_Libanicoccus",5.63826000282199e-06,"Positive",7.0331014262604e-11,"Boundary",5.86120390166498e-05,"Positive",3.13204392819707e-06,"Positive",0.000204142249855374,"Positive",0.21586267096375,0.0663835188332574,13.8397203788772,0.000199082838036602,0.00261651729990962,2000,200,"6-9"
"651","g_Marvinbryantia",2.06817774327035e-05,"Positive",9.40855384278767e-06,"Positive",7.53145784143934e-06,"Positive",1.18000210198769e-06,"Positive",0.000280149288852296,"Positive",0.0236132068897768,0.028900716439799,1.00339402304235,0.316490644965771,0.398481174832614,2000,200,"6-9"
"652","g_Megasphaera",0.00039306976306855,"Positive",0.000194188400808099,"Positive",0.00033615077617293,"Positive",0.000172056754251835,"Positive",0.00511761632376454,"Positive",0.0541037081428339,0.0474323286481642,1.69457449429501,0.192999046204506,0.299649915970302,2000,200,"6-9"
"653","g_Olsenella",9.29797175364052e-06,"Positive",1.66188067980047e-11,"Boundary",3.22904687240088e-06,"Positive",1.12944684502694e-05,"Positive",0.000164228989806403,"Positive",0.0171711693613544,0.0293122506245796,0.493376132391859,0.482425142019111,0.558670760447525,2000,200,"6-9"
"654","g_Oribacterium",4.8888360878297e-05,"Positive",9.09626040788588e-11,"Boundary",5.7529803195182e-11,"Boundary",8.01078826426398e-05,"Positive",0.000898903077676092,"Positive",5.5968316836046e-08,1.45824679211651e-09,-1.86382567335386e-06,1,1,2000,200,"6-9"
"655","g_Peptococcus",2.83120344175418e-06,"Positive",1.30085585480665e-11,"Boundary",1.10347143146192e-05,"Positive",5.73278887031009e-06,"Positive",0.00012855209493397,"Positive",0.0744829810534999,0.0541534041816028,1.68727377526739,0.193960735778747,0.299649915970302,2000,200,"6-9"
"656","g_Prevotella_2",7.76382463569272e-05,"Positive",1.13895014719336e-10,"Boundary",0.000245608087759465,"Positive",6.53096147460735e-05,"Positive",0.00112552383806446,"Positive",0.162216067742616,0.0702688212020199,4.25090246112632,0.0392294784877141,0.109367030935445,2000,200,"6-9"
"657","g_Prevotella_7",3.35043695166554e-05,"Positive",4.75697090197253e-11,"Boundary",1.34742124610211e-05,"Positive",3.94637927491051e-05,"Positive",0.000470089420537219,"Positive",0.0242110359623163,0.0398728694558353,0.363393201940198,0.546627750747514,0.615163443775701,2000,200,"6-9"
"658","g_Prevotella_9",0.000698298752613428,"Positive",1.12960254928283e-09,"Boundary",0.00189882239872943,"Positive",0.00123348668761345,"Positive",0.0111628643263203,"Positive",0.126643264131331,0.0674747652487035,3.7110772821934,0.0540524940230732,0.124589086180193,2000,200,"6-9"
"659","g_Prevotellaceae_NK3B31_group",4.36445801648288e-05,"Positive",9.51986888371909e-06,"Positive",5.9918329931255e-06,"Positive",0.000106366174099718,"Positive",0.00129926634779343,"Positive",0.00409057809359944,0.0376969395887611,0.0101977209124016,0.919563347474682,0.923305739712292,2000,200,"6-9"
"660","g_Prevotellaceae_UCG-003",4.46528701854899e-05,"Positive",2.03443124484292e-10,"Boundary",0.000449881261796573,"Positive",4.98354048131942e-05,"Positive",0.00201044871772173,"Positive",0.176091283666308,0.0658535573571085,9.14505941634525,0.00249390540630356,0.0114719648689964,2000,200,"6-9"
"661","g_Prevotellaceae_UCG-004",3.27570883394266e-05,"Positive",9.48598545677709e-11,"Boundary",0.000126024264755541,"Positive",4.11266146511387e-05,"Positive",0.000937416162195096,"Positive",0.110807685273375,0.049964687059274,7.85492108678591,0.0050682564471588,0.0211945269608459,2000,200,"6-9"
"662","g_Rikenellaceae_RC9_gut_group",0.000440802950836622,"Positive",6.31365137401753e-10,"Boundary",0.00192329149415741,"Positive",2.50937063692792e-09,"Boundary",0.00623922402942429,"Positive",0.223552202299362,0.0311635652816142,14.7613559157853,0.00012201047348892,0.00211787425561153,2000,200,"6-9"
"663","g_Ruminiclostridium_6",4.9781490908841e-05,"Positive",1.33594200409731e-10,"Boundary",4.08889352009268e-11,"Boundary",0.000145847116158458,"Positive",0.000714664153404116,"Positive",4.49184362866316e-08,1.62952554551617e-09,-1.03261481854133e-06,1,1,2000,200,"6-9"
"664","g_Ruminiclostridium_9",2.89642924617277e-05,"Positive",3.66532423098417e-11,"Boundary",2.48207266804543e-05,"Positive",5.09438458901375e-06,"Positive",0.000362211621498442,"Positive",0.0589438459450317,0.0379960466531823,2.93686506110134,0.0865786167997855,0.173253266530914,2000,200,"6-9"
"665","g_Ruminococcaceae_NK4A214_group",3.55768196110643e-05,"Positive",2.81141715498265e-11,"Boundary",3.08320711216674e-05,"Positive",2.2736936326025e-06,"Positive",0.000277827526909229,"Positive",0.0889788425125367,0.0459059488340281,3.92213065896976,0.047654447330215,0.12178358762166,2000,200,"6-9"
"666","g_Ruminococcaceae_UCG-002",5.79655652300397e-05,"Positive",2.78001152482241e-06,"Positive",3.82325989814302e-05,"Positive",7.29494429845416e-05,"Positive",0.000419017042284182,"Positive",0.0646974268561936,0.0655623409487399,0.986810726759359,0.320523111976559,0.398481174832614,2000,200,"6-9"
"667","g_Ruminococcaceae_UCG-003",9.85259295835195e-06,"Positive",2.73464940821729e-11,"Boundary",1.35945470748413e-06,"Positive",3.71244422701098e-06,"Positive",0.00012247907222066,"Positive",0.00989388045129718,0.0271132764654975,0.116390842293185,0.732982365520007,0.78412067009117,2000,200,"6-9"
"668","g_Ruminococcaceae_UCG-005",6.56138027622677e-05,"Positive",7.7621391783364e-11,"Boundary",9.41740923455201e-05,"Positive",1.37784473242555e-05,"Positive",0.00076706365955704,"Positive",0.100118095717839,0.0480187340946689,4.9373722731907,0.0262819632505686,0.0863550221090112,2000,200,"6-9"
"669","g_Ruminococcaceae_UCG-008",0.000152655960325528,"Positive",9.92461568449422e-11,"Boundary",3.38210067324657e-05,"Positive",3.02846267053222e-10,"Boundary",0.00098076211360551,"Positive",0.0289752079432852,0.0126361876979957,2.79821473499396,0.0943693298769533,0.179086942219898,2000,200,"6-9"
"670","g_Ruminococcaceae_UCG-009",7.31903779218253e-06,"Positive",2.70339661994666e-11,"Boundary",2.41428378043344e-05,"Positive",4.74824999396614e-05,"Positive",0.000267152811472115,"Positive",0.0697573884584535,0.0567712716724764,2.22890160092538,0.135450109098215,0.239515618689186,2000,200,"6-9"
"671","g_Ruminococcaceae_UCG-010",2.10902031086894e-05,"Positive",1.79881390779904e-11,"Boundary",2.69768719544672e-06,"Positive",2.27982916111746e-05,"Positive",0.000177760891331268,"Positive",0.0120246140950601,0.0380040207803692,0.108093257869768,0.742325464935859,0.78498784797815,2000,200,"6-9"
"672","g_Ruminococcaceae_UCG-011",8.14764656851137e-06,"Positive",8.29009224622044e-06,"Positive",2.23846610798161e-05,"Positive",1.16837658138078e-06,"Positive",0.000125451109688546,"Positive",0.135302259897849,0.0658712105758536,4.51038218981921,0.033689712092989,0.103315117085166,2000,200,"6-9"
"673","g_Ruminococcaceae_UCG-013",4.19273993917008e-05,"Positive",1.50658506084234e-10,"Boundary",1.40049992083899e-05,"Positive",4.23166491894234e-05,"Positive",0.000327290061183447,"Positive",0.0329111800883395,0.0450601318577901,0.531544064691843,0.465958425113631,0.549591988595565,2000,200,"6-9"
"674","g_Ruminococcaceae_UCG-014",0.000314957296092805,"Positive",2.974366841003e-10,"Boundary",0.000270227826004799,"Positive",0.000592685479704663,"Positive",0.00293930405202275,"Positive",0.0656342830226314,0.0559996918443381,2.0734953314477,0.149877681696481,0.246227619929934,2000,200,"6-9"
"675","g_Ruminococcus_1",6.40301305630244e-05,"Positive",1.08618962204376e-10,"Boundary",0.000129190931436106,"Positive",1.00625783850704e-10,"Boundary",0.00107338527088396,"Positive",0.10199768210503,0.0224576030273159,10.0980504906238,0.00148426259468049,0.00853450991941279,2000,200,"6-9"
"676","g_Senegalimassilia",1.08929253014471e-05,"Positive",1.12026838824388e-10,"Boundary",4.25972078204205e-05,"Positive",1.27923178210531e-10,"Boundary",0.00022780617643698,"Positive",0.151431675556611,0.0258332159570814,14.5275843757317,0.000138122234061622,0.00211787425561153,2000,200,"6-9"
"677","g_Slackia",6.98722709894949e-06,"Positive",1.50796975378804e-11,"Boundary",1.8596708821598e-05,"Positive",1.73154471549343e-11,"Boundary",0.000149019332334349,"Positive",0.106508346362086,0.0215633579329573,12.1633136551573,0.000487387107009685,0.00386956605158317,2000,200,"6-9"
"678","g_Solobacterium",5.53585230994466e-05,"Positive",7.86963296545324e-06,"Positive",7.82693502744916e-06,"Positive",4.0013221960204e-05,"Positive",0.000556359421205326,"Positive",0.0117270149646269,0.0341767669509314,0.141841213791849,0.706457414482006,0.764636260380524,2000,200,"6-9"
"679","g_Streptococcus",7.18765777125426e-06,"Positive",9.7169816715706e-08,"Positive",8.53216208528303e-05,"Positive",1.63324343477807e-11,"Boundary",0.000405703821180964,"Positive",0.171221873715592,0.0391806772513778,6.2645516151897,0.01231773391025,0.0472179799892918,2000,200,"6-9"
"680","g_Succinivibrio",0.000101079329896217,"Positive",7.51820905363733e-05,"Positive",0.000103199398612191,"Positive",0.000135910121138429,"Positive",0.000955975193336904,"Positive",0.0752540850844771,0.070984212879237,1.18499493733725,0.276341466513929,0.379433445828444,2000,200,"6-9"
"681","g_Treponema_2",0.000112133266622685,"Positive",2.74548600080178e-10,"Boundary",0.00015255919282442,"Positive",0.000552598546303655,"Positive",0.00271312133247396,"Positive",0.0432128506091464,0.0585858872587914,0.552581567091693,0.457264781635399,0.546342336499438,2000,200,"6-9"
"682","o_Bacteroidales",0.00100745283573288,"Positive",1.41169227354845e-09,"Boundary",0.00107218618715401,"Positive",0.000639268773549399,"Positive",0.0139505079287763,"Positive",0.0643205565226553,0.04097995002166,3.70747840018248,0.0541691679044319,0.124589086180193,2000,200,"6-9"
"683","o_Betaproteobacteriales",4.73591223632072e-05,"Positive",2.66407240812543e-11,"Boundary",0.000140594309724952,"Positive",1.59038513383816e-05,"Positive",0.000503723082773184,"Positive",0.19869729453718,0.0677699803005187,9.92873422324737,0.00162718393385108,0.0088059365831941,2000,200,"6-9"
"684","o_Campylobacterales",2.39914825697623e-05,"Positive",4.27248946000317e-06,"Positive",8.44264915675044e-11,"Boundary",5.04953286881803e-05,"Positive",0.000447035674774601,"Positive",1.60569198920401e-07,4.82136536420092e-09,-4.07956940762233e-06,1,1,2000,200,"6-9"
"685","o_Clostridiales",0.00158191162914085,"Positive",8.90557401689807e-05,"Positive",0.000940154914183308,"Positive",0.000848516256748735,"Positive",0.0155260310079848,"Positive",0.0495191866578717,0.0435656281802153,1.66117984745233,0.19744409850374,0.299649915970302,2000,200,"6-9"
"686","o_Coriobacteriales",0.000129096255221099,"Positive",1.54154815063886e-10,"Boundary",0.000314104749685269,"Positive",4.76331162598388e-05,"Positive",0.00152337588729742,"Positive",0.155944377361763,0.0559445535614647,12.5666348100494,0.000392695068576421,0.00361279463090307,2000,200,"6-9"
"687","o_Gastranaerophilales",0.00014234278909524,"Positive",6.09958685720365e-05,"Positive",1.5897098839628e-10,"Boundary",0.000130806019990361,"Positive",0.00248392142496663,"Positive",5.64113734878218e-08,1.46372740994717e-09,-2.85624992102385e-06,1,1,2000,200,"6-9"
"688","o_Lactobacillales",6.19279168201999e-05,"Positive",1.0116645147628e-10,"Boundary",0.000171257789807478,"Positive",3.10382580946343e-05,"Positive",0.000999738689437239,"Positive",0.135492750150938,0.0633013820558159,3.74287169153286,0.0530332259867062,0.124589086180193,2000,200,"6-9"
"689","o_Mollicutes_RF39",0.000336812189553844,"Positive",3.54069035767423e-10,"Boundary",0.000413088565116194,"Positive",0.000566253392610398,"Positive",0.00349895156569198,"Positive",0.0857901278527824,0.0562727718443799,3.41261052471418,0.0647000176995193,0.145180527520873,2000,200,"6-9"
"690","o_WCHB1-41",0.00198588546572699,"Positive",8.47945258360001e-09,"Boundary",0.0051269051996839,"Positive",4.13254827667617e-09,"Boundary",0.0200412077428527,"Positive",0.188808393568737,0.0295789895160069,10.3097010395695,0.00132332718791939,0.00811640675257224,2000,200,"6-9"
"691","asv_richness",4105.12521542434,"Positive",54.1752182827783,"Positive",651.345382629882,"Positive",573.702151312685,"Positive",2709.94668117894,"Positive",0.0804696901816073,0.0464855778914469,3.86632360815929,0.0492643215057224,0.122495069689904,2000,200,"6-9"
"692","p_Cyanobacteria",0.000223880170637627,"Positive",7.78502454221258e-05,"Positive",1.7681048926932e-05,"Positive",7.49721183235837e-05,"Positive",0.00264454682752807,"Positive",0.00581818157594942,0.0329992330084146,0.0261557178455405,0.871520609442607,0.892753963921517,2000,200,"6-9"
"693","p_Firmicutes",0.00138508460180591,"Positive",6.28161025552027e-05,"Positive",0.000662053881251222,"Positive",0.000739257403827731,"Positive",0.0153238695130105,"Positive",0.0364304689417669,0.0340525432553237,1.8443814116963,0.174438286030745,0.281549514295238,2000,200,"6-9"
"694","p_Proteobacteria",0.0001144753251169,"Positive",1.72393581439817e-10,"Boundary",0.000334503954650234,"Positive",7.36713393951795e-10,"Boundary",0.00170361350685948,"Positive",0.15539576990921,0.0271769221966836,11.6166147311033,0.000653652646833147,0.00462584950066535,2000,200,"6-9"
"695","pc1_bc",0.00199036831846977,"Positive",2.04318677879035e-09,"Boundary",0.00932583760204173,"Positive",7.02964362572641e-09,"Boundary",0.0201910103863067,"Positive",0.295990443133896,0.0336352151229667,20.2321077700726,6.85919767129395e-06,0.000315523092879522,2000,200,"6-9"
"696","pc2_bc",0.0019297313099719,"Positive",1.97867385885143e-09,"Boundary",0.00110930125047016,"Positive",0.00263779594019553,"Positive",0.0195534861765481,"Positive",0.0439669967523983,0.0452799904675813,1.36068311991039,0.243419126042363,0.349914993685897,2000,200,"6-9"
"697","pc3_bc",0.000267835828198525,"Positive",4.16643119785808e-05,"Positive",0.000653273807713708,"Positive",0.000433680392894209,"Positive",0.0106204644516838,"Positive",0.0543628378451825,0.0436661424125312,2.11626350378538,0.145741726853749,0.243786161282635,2000,200,"6-9"
"698","pc4_bc",0.000687355703005219,"Positive",7.59671758388422e-06,"Positive",0.000256382266598655,"Positive",0.000948717421990862,"Positive",0.00920980266050832,"Positive",0.0230770133285802,0.0412356321606811,0.36037534557363,0.548297852060951,0.615163443775701,2000,200,"6-9"
"699","pc5_bc",0.000373026833377911,"Positive",7.16566007912869e-10,"Boundary",0.000427047517699725,"Positive",4.53196143943352e-10,"Boundary",0.00708118898303016,"Positive",0.0541851523305723,0.0174196378722275,2.45839079083635,0.116898488835153,0.210875705349687,2000,200,"6-9"
"700","asv_shannon_h",0.0466641517993304,"Positive",0.00444998317303083,"Positive",0.0156795208817012,"Positive",0.0375823868150187,"Positive",0.302923074975891,"Positive",0.0384963291164517,0.0465473365848029,0.969324181846787,0.324848783830936,0.398481174832614,2000,200,"6-9"
"701","c_Alphaproteobacteria",2.82615146502412e-05,"Positive",2.71246535082309e-07,"Positive",3.26171628229336e-07,"Positive",4.02464443198278e-06,"Positive",0.000157303201119139,"Positive",0.00171500685291548,0.0236948439506706,0.00416211249103071,0.9485606125532,0.9485606125532,2000,200,"7-10"
"702","c_Bacilli",0.00110786809863153,"Positive",8.98353725576882e-10,"Boundary",0.000204542885613053,"Positive",5.68168793708802e-10,"Boundary",0.00887763644126505,"Positive",0.0200728070866264,0.00999384375343973,2.90690849813291,0.0882007965295948,0.156974654949501,2000,200,"7-10"
"703","c_Gammaproteobacteria",0.000150068112237044,"Positive",1.69962603224818e-10,"Boundary",0.000187786038524317,"Positive",3.26428924578158e-05,"Positive",0.00167959029620764,"Positive",0.0915990354871461,0.0481215958181677,3.70464758432354,0.054261128970572,0.117021122852798,2000,200,"7-10"
"704","f_Acidaminococcaceae",0.000132925646806231,"Positive",6.05039576323998e-05,"Positive",0.000153253570891138,"Positive",6.80817232209638e-11,"Boundary",0.00106377681024192,"Positive",0.108655023936464,0.0296783272381042,12.0967929385861,0.000505086230154439,0.00627750028906231,2000,200,"7-10"
"705","f_Atopobiaceae",4.08837147420529e-05,"Positive",2.53086317377093e-05,"Positive",2.61461996628328e-10,"Boundary",5.80529161168511e-05,"Positive",0.000498932180475721,"Positive",4.19562501555966e-07,1.46772674594831e-08,-3.51935705111828e-06,1,1,2000,200,"7-10"
"706","f_Bacteroidales_RF16_group",8.26118021645418e-05,"Positive",3.22292122867916e-05,"Positive",0.000168781314386491,"Positive",0.000122077381272836,"Positive",0.000777116963046485,"Positive",0.1426943990703,0.0707593864056155,5.52242268440386,0.0187742407744507,0.056322722323352,2000,200,"7-10"
"707","f_Burkholderiaceae",3.51310478747351e-05,"Positive",2.83878224196865e-11,"Boundary",2.57031426111444e-06,"Positive",2.97422332176424e-05,"Positive",0.000280531776766815,"Positive",0.00738648265757047,0.0331291581756031,0.0525995190255344,0.818600119676741,0.858050727853933,2000,200,"7-10"
"708","f_Clostridiaceae_1",0.000282204250842781,"Positive",1.84576221153521e-10,"Boundary",1.16736254255285e-10,"Boundary",8.01614135809649e-05,"Positive",0.00182400377540736,"Positive",5.33927322806004e-08,1.54104620408399e-09,-1.36347262014169e-06,1,1,2000,200,"7-10"
"709","f_Clostridiales_vadinBB60_group",3.56332541569329e-05,"Positive",2.99934447050562e-11,"Boundary",1.8969520370498e-11,"Boundary",2.87672596021829e-05,"Positive",0.000296398723722873,"Positive",5.25763799518826e-08,1.62592331700489e-09,-1.7675083654467e-06,1,1,2000,200,"7-10"
"710","f_Desulfovibrionaceae",1.76735715432072e-05,"Positive",6.48544945221937e-11,"Boundary",0.00012449872529414,"Positive",0.000127123990011358,"Positive",0.000640899689685517,"Positive",0.136782319009198,0.0796669090489377,3.18499793675983,0.074317091149495,0.140556237608828,2000,200,"7-10"
"711","f_Eggerthellaceae",3.0739033443615e-05,"Positive",3.15964337195897e-06,"Positive",5.50541788204369e-05,"Positive",8.00772087666194e-11,"Boundary",0.000408986411623194,"Positive",0.110564025749188,0.0303044195480613,8.79464838198328,0.00302115467829966,0.0227294588920658,2000,200,"7-10"
"712","f_Enterobacteriaceae",3.40782383592456e-05,"Positive",6.22634398170576e-11,"Boundary",7.579112838573e-05,"Positive",4.23091318305484e-05,"Positive",0.000615294584461674,"Positive",0.09875411126736,0.0572760492670244,2.60450133496124,0.106560671137565,0.18177996841114,2000,200,"7-10"
"713","f_Erysipelotrichaceae",5.326458236468e-05,"Positive",1.07753893639683e-10,"Boundary",3.78901517661729e-06,"Positive",7.56441309375321e-05,"Positive",0.00106483656229017,"Positive",0.00316401364444386,0.0277963951809764,0.0143437561964674,0.904668974345423,0.915188381023858,2000,200,"7-10"
"714","f_Family_XI_2II",9.85439578343129e-05,"Positive",9.00741244384705e-11,"Boundary",0.000129411957007863,"Positive",2.54354864730102e-05,"Positive",0.000890123018097925,"Positive",0.113170367261796,0.0465882482481327,8.72712896074518,0.00313509777821597,0.0227294588920658,2000,200,"7-10"
"715","f_Lachnospiraceae",0.000661203140481119,"Positive",0.000124187981578812,"Positive",4.07646828933696e-10,"Boundary",0.000302705508661405,"Positive",0.00636948101300105,"Positive",5.46620935276503e-08,1.59548856228742e-09,-2.93891571345739e-06,1,1,2000,200,"7-10"
"716","f_Pasteurellaceae",8.16748094273958e-05,"Positive",5.14501855782431e-11,"Boundary",4.7797501492237e-05,"Positive",9.98921165685419e-06,"Positive",0.00050843674311692,"Positive",0.0737731527116218,0.042481123456692,3.42489782055964,0.0642202172331003,0.126980884074539,2000,200,"7-10"
"717","f_Prevotellaceae",0.000793590007762434,"Positive",1.36372936816987e-09,"Boundary",0.00198230507022215,"Positive",0.00119782908233614,"Positive",0.0134765328958967,"Positive",0.113597462141664,0.0679739019960189,2.07776963123797,0.149458422913494,0.240794125805074,2000,200,"7-10"
"718","f_Ruminococcaceae",0.000658205345593553,"Positive",6.42442143786785e-10,"Boundary",0.000489619134467169,"Positive",0.000893440800732098,"Positive",0.00634868830028346,"Positive",0.0583577837760647,0.0519839163603324,1.4528508297899,0.228071063081521,0.342106594622281,2000,200,"7-10"
"719","f_vadinBE97",7.27874054844869e-05,"Positive",6.3152416111265e-05,"Positive",1.84266418638945e-05,"Positive",0.000372322546416092,"Positive",0.00190774347012549,"Positive",0.00756917352001693,0.0529189038887567,0.0218406482854334,0.882511801270897,0.914030079887715,2000,200,"7-10"
"720","f_Veillonellaceae",0.000422845725541353,"Positive",0.000136436321241023,"Positive",0.000331917742742067,"Positive",0.000159701303497499,"Positive",0.0043560122767058,"Positive",0.0613876568839459,0.043116364405185,3.08485463176658,0.0790243262492514,0.146279071993295,2000,200,"7-10"
"721","g_[Eubacterium]_coprostanoligenes_group",4.39309724515909e-05,"Positive",2.44169126682079e-05,"Positive",4.21797185645827e-05,"Positive",4.37243132393769e-05,"Positive",0.00082216607486044,"Positive",0.043198424157986,0.045356027492952,1.03245009870079,0.309583903878818,0.417973411622663,2000,200,"7-10"
"722","g_[Eubacterium]_hallii_group",6.54419547213953e-05,"Positive",5.04284706324274e-11,"Boundary",8.22695540098326e-06,"Positive",4.7694942606756e-05,"Positive",0.000498340036689021,"Positive",0.0132756222318344,0.0339967682738855,0.170092971868144,0.680029193865396,0.730401726744314,2000,200,"7-10"
"723","g_[Eubacterium]_ruminantium_group",1.55614018360478e-05,"Positive",7.03640193799443e-11,"Boundary",3.67383523306868e-05,"Positive",4.45021141153873e-11,"Boundary",0.000695345457826361,"Positive",0.0491387440151875,0.0157940105181148,3.56275030958204,0.0590897582935958,0.119553697012624,2000,200,"7-10"
"724","g_Acidaminococcus",0.000150453372834013,"Positive",7.68474347556269e-05,"Positive",0.00020115076661319,"Positive",6.80715748368991e-11,"Boundary",0.00106361824175807,"Positive",0.134813234129195,0.0323224090549784,15.0417075307105,0.00010516127714244,0.00304967703713077,2000,200,"7-10"
"725","g_Alloprevotella",0.000125216055102105,"Positive",1.58502992319051e-10,"Boundary",0.000274036214019003,"Positive",0.000150218652204691,"Positive",0.00156634508278748,"Positive",0.12951796987889,0.0705626958434693,3.2238100776558,0.0725745236808814,0.140310745783037,2000,200,"7-10"
